Site ID,Condition,Plot number,Year,Month,Day,Run,Time,Precipitation (mm/hr),Precipitation (mm/min),Run-on,Runoff (mm/hr),Runoff (CMS),Sediment concentration,Sediment discharge,Velocity max,Velocity mean
ER2, N,2,2003,9,9,WET,39.4,0,0,0,0,,NA,NA,NA,NA
ER2, N,3,2003,9,10,DRY,0,63.5,1.058333333,0,0,,NA,NA,NA,NA
ER2, N,3,2003,9,10,DRY,1.73,63.5,1.058333333,0,0,,NA,NA,NA,NA
ER2, N,3,2003,9,10,DRY,2.5,63.5,1.058333333,0,9.95,,0.75,0.25,NA,NA
ER2, N,3,2003,9,10,DRY,4,63.5,1.058333333,0,30.12,,0.49,0.5,NA,NA
ER2, N,3,2003,9,10,DRY,6,63.5,1.058333333,0,46.08,,0.56,0.88,NA,NA
ER2, N,3,2003,9,10,DRY,10,63.5,1.058333333,0,48.9,,0.3,0.5,NA,NA
ER2, N,3,2003,9,10,DRY,15,63.5,1.058333333,0,48.9,,0.31,0.51,NA,NA
ER2, N,3,2003,9,10,DRY,30,63.5,1.058333333,0,48.9,,0.28,0.47,NA,NA
ER2, N,3,2003,9,10,DRY,45,0,0,0,48.9,,0.28,0.47,NA,NA
ER2, N,3,2003,9,10,DRY,45.5,0,0,0,32.65,,0.06,0.07,NA,NA
ER2, N,3,2003,9,10,DRY,47.38,0,0,0,0,,NA,NA,NA,NA
ER2, N,3,2003,9,10,WET,0,63.5,1.058333333,0,0,,NA,NA,NA,NA
ER2, N,3,2003,9,10,WET,1.56,63.5,1.058333333,0,0,,NA,NA,NA,NA
ER2, N,3,2003,9,10,WET,2.5,63.5,1.058333333,0,14.86,,0.35,0.17,NA,NA
ER2, N,3,2003,9,10,WET,4,63.5,1.058333333,0,42.74,,0.26,0.37,NA,NA
ER2, N,3,2003,9,10,WET,5,63.5,1.058333333,0,46.08,,0.29,0.45,NA,NA
ER2, N,3,2003,9,10,WET,7,63.5,1.058333333,0,46.08,,0.22,0.34,NA,NA
ER2, N,3,2003,9,10,WET,11,76.2,1.27,0,47.63,,0.23,0.37,NA,NA
ER2, N,3,2003,9,10,WET,12,76.2,1.27,0,54.69,,0.34,0.63,NA,NA
ER2, N,3,2003,9,10,WET,13,76.2,1.27,0,59.15,,0.38,0.77,NA,NA
ER2, N,3,2003,9,10,WET,15,76.2,1.27,0,59.15,,0.38,0.76,NA,NA
ER2, N,3,2003,9,10,WET,18,101.6,1.693333333,0,59.15,,0.33,0.67,NA,NA
ER2, N,3,2003,9,10,WET,19,101.6,1.693333333,0,77.06,,0.47,1.24,NA,NA
ER2, N,3,2003,9,10,WET,20,101.6,1.693333333,0,88.73,,0.44,1.33,NA,NA
ER2, N,3,2003,9,10,WET,22,101.6,1.693333333,0,84.41,,0.43,1.24,NA,NA
ER2, N,3,2003,9,10,WET,25,127,2.116666667,0,84.41,,0.41,1.19,NA,NA
ER2, N,3,2003,9,10,WET,26,127,2.116666667,0,96.18,,0.48,1.57,NA,NA
ER2, N,3,2003,9,10,WET,27,127,2.116666667,0,104.84,,0.45,1.61,NA,NA
ER2, N,3,2003,9,10,WET,29,127,2.116666667,0,104.84,,0.43,1.53,NA,NA
ER2, N,3,2003,9,10,WET,32,152.4,2.54,0,80.47,,0.39,1.07,NA,NA
ER2, N,3,2003,9,10,WET,33,152.4,2.54,0,122.74,,0.5,2.1,NA,NA
ER2, N,3,2003,9,10,WET,34,152.4,2.54,0,128.26,,0.47,2.05,NA,NA
ER2, N,3,2003,9,10,WET,36,152.4,2.54,0,128.26,,0.47,2.07,NA,NA
ER2, N,3,2003,9,10,WET,39,177.8,2.963333333,0,128.26,,0.38,1.65,NA,NA
ER2, N,3,2003,9,10,WET,40,177.8,2.963333333,0,145.19,,0.41,2.03,NA,NA
ER2, N,3,2003,9,10,WET,41,177.8,2.963333333,0,152.89,,0.41,2.15,NA,NA
ER2, N,3,2003,9,10,WET,43,177.8,2.963333333,0,152.89,,0.41,2.16,NA,NA
ER2, N,3,2003,9,10,WET,46,0,0,0,137.59,,0.38,1.79,NA,NA
ER2, N,3,2003,9,10,WET,46.25,0,0,0,120.92,,0.11,0.47,NA,NA
ER2, N,3,2003,9,10,WET,46.5,0,0,0,82.76,,0.08,0.22,NA,NA
ER2, N,3,2003,9,10,WET,46.75,0,0,0,57.65,,0.04,0.09,NA,NA
ER2, N,3,2003,9,10,WET,48.86,0,0,0,0,,NA,NA,NA,NA
ER2, N,3,2003,9,10,WET2,0,50.8,0.846666667,0,0,,NA,NA,NA,NA
ER2, N,3,2003,9,10,WET2,1.52,50.8,0.846666667,0,0,,NA,NA,NA,NA
ER2, N,3,2003,9,10,WET2,2.5,50.8,0.846666667,0,8.07,,0.14,0.04,NA,NA
ER2, N,3,2003,9,10,WET2,4,50.8,0.846666667,0,32.68,,0.15,0.16,NA,NA
ER2, N,3,2003,9,10,WET2,6,50.8,0.846666667,0,28.66,,0.15,0.15,NA,NA
ER2, N,3,2003,9,10,WET2,9,25.4,0.423333333,0,29.9,,0.22,0.22,NA,NA
ER2, N,3,2003,9,10,WET2,10,25.4,0.423333333,0,23.03,,0.09,0.07,NA,NA
ER2, N,3,2003,9,10,WET2,11,25.4,0.423333333,0,17.63,,0.08,0.05,NA,NA
ER2, N,3,2003,9,10,WET2,13,25.4,0.423333333,0,12.75,,0.09,0.04,NA,NA
ER2, N,3,2003,9,10,WET2,14,0,0,0,11.77,,0.07,0.03,NA,NA
ER2, N,3,2003,9,10,WET2,15,0,0,0,0,,NA,NA,NA,NA
ER2, N,4,2003,9,10,DRY,0,63.5,1.058333333,0,0,,NA,NA,NA,NA
ER2, N,4,2003,9,10,DRY,3.58,63.5,1.058333333,0,0,,NA,NA,NA,NA
ER2, N,4,2003,9,10,DRY,5,63.5,1.058333333,0,19.58,,0.22,0.15,NA,NA
ER2, N,4,2003,9,10,DRY,6,63.5,1.058333333,0,31,,0.21,0.22,NA,NA
ER2, N,4,2003,9,10,DRY,10,63.5,1.058333333,0,36.81,,0.16,0.2,NA,NA
ER2, N,4,2003,9,10,DRY,15,63.5,1.058333333,0,41.1,,0.14,0.2,NA,NA
ER2, N,4,2003,9,10,DRY,30,63.5,1.058333333,0,39.48,,0.12,0.16,NA,NA
ER2, N,4,2003,9,10,DRY,45,0,0,0,43.57,,0.08,0.13,NA,NA
ER2, N,4,2003,9,10,DRY,45.5,0,0,0,0,,0.04,0,NA,NA
ER2, N,4,2003,9,10,DRY,46.92,0,0,0,0,,NA,NA,NA,NA
ER2, N,4,2003,9,10,WET,0,63.5,1.058333333,0,0,,NA,NA,NA,NA
ER2, N,4,2003,9,10,WET,2.73,63.5,1.058333333,0,0,,NA,NA,NA,NA
ER2, N,4,2003,9,10,WET,3.5,63.5,1.058333333,0,16.99,,0.13,0.07,NA,NA
ER2, N,4,2003,9,10,WET,5,63.5,1.058333333,0,31.54,,0.12,0.13,NA,NA
ER2, N,4,2003,9,10,WET,7,63.5,1.058333333,0,50.51,,0.11,0.2,NA,NA
ER2, N,4,2003,9,10,WET,9,63.5,1.058333333,0,47.94,,0.09,0.14,NA,NA
ER2, N,4,2003,9,10,WET,12,76.2,1.27,0,48.8,,0.06,0.11,NA,NA
ER2, N,4,2003,9,10,WET,13,76.2,1.27,0,51.09,,0.14,0.25,NA,NA
ER2, N,4,2003,9,10,WET,14,76.2,1.27,0,56.5,,0.11,0.22,NA,NA
ER2, N,4,2003,9,10,WET,16,76.2,1.27,0,57.24,,0.15,0.29,NA,NA
ER2, N,4,2003,9,10,WET,19,101.6,1.693333333,0,57.54,,0.13,0.25,NA,NA
ER2, N,4,2003,9,10,WET,20,101.6,1.693333333,0,70.1,,0.18,0.43,NA,NA
ER2, N,4,2003,9,10,WET,21,101.6,1.693333333,0,78.23,,0.12,0.33,NA,NA
ER2, N,4,2003,9,10,WET,23,101.6,1.693333333,0,73.1,,0.15,0.37,NA,NA
ER2, N,4,2003,9,10,WET,25,101.6,1.693333333,0,79.85,,0.17,0.46,NA,NA
ER2, N,4,2003,9,10,WET,27,127,2.116666667,0,79.85,,0.2,0.55,NA,NA
ER2, N,4,2003,9,10,WET,28,127,2.116666667,0,91.12,,0.25,0.78,NA,NA
ER2, N,4,2003,9,10,WET,29,127,2.116666667,0,104.88,,0.26,0.92,NA,NA
ER2, N,4,2003,9,10,WET,31,127,2.116666667,0,102.78,,0.18,0.64,NA,NA
ER2, N,4,2003,9,10,WET,34,152.4,2.54,0,107.16,,0.18,0.65,NA,NA
ER2, N,4,2003,9,10,WET,35,152.4,2.54,0,116.61,,0.19,0.78,NA,NA
ER2, N,4,2003,9,10,WET,36,152.4,2.54,0,125.9,,0.13,0.57,NA,NA
ER2, N,4,2003,9,10,WET,38,152.4,2.54,0,128.3,,0.14,0.62,NA,NA
ER2, N,4,2003,9,10,WET,41,177.8,2.963333333,0,126.27,,0.19,0.81,NA,NA
ER2, N,4,2003,9,10,WET,42,177.8,2.963333333,0,151.97,,0.19,1.01,NA,NA
ER2, N,4,2003,9,10,WET,43,177.8,2.963333333,0,151.97,,0.17,0.89,NA,NA
ER2, N,4,2003,9,10,WET,45,177.8,2.963333333,0,150.62,,0.21,1.1,NA,NA
ER2, N,4,2003,9,10,WET,48,0,0,0,165.69,,0.18,1.05,NA,NA
ER2, N,4,2003,9,10,WET,48.5,0,0,0,104.84,,0.03,0.13,NA,NA
ER2, N,4,2003,9,10,WET,48.75,0,0,0,71.48,,0.12,0.29,NA,NA
ER2, N,4,2003,9,10,WET,49,0,0,0,41.92,,0.01,0.02,NA,NA
ER2, N,4,2003,9,10,WET,50.73,0,0,0,0,,NA,NA,NA,NA
ER2, N,4,2003,9,10,WET2,0,50.8,0.846666667,0,0,,NA,NA,NA,NA
ER2, N,4,2003,9,10,WET2,2.45,50.8,0.846666667,0,0,,NA,NA,NA,NA
ER2, N,4,2003,9,10,WET2,3.25,50.8,0.846666667,0,4.9,,0.08,0.01,NA,NA
ER2, N,4,2003,9,10,WET2,4,50.8,0.846666667,0,6.01,,0.09,0.01,NA,NA
ER2, N,4,2003,9,10,WET2,6,50.8,0.846666667,0,22.51,,0.09,0.07,NA,NA
ER2, N,4,2003,9,10,WET2,8,50.8,0.846666667,0,23.32,,0.08,0.06,NA,NA
ER2, N,4,2003,9,10,WET2,11,25.4,0.423333333,0,24.38,,0.07,0.06,NA,NA
ER2, N,4,2003,9,10,WET2,12,25.4,0.423333333,0,19.67,,0.1,0.06,NA,NA
ER2, N,4,2003,9,10,WET2,13,25.4,0.423333333,0,15.35,,0.05,0.02,NA,NA
ER2, N,4,2003,9,10,WET2,15,25.4,0.423333333,0,6.58,,0.08,0.01,NA,NA
ER2, N,4,2003,9,10,WET2,16,0,0,0,3.23,,NA,NA,NA,NA
ER2, N,4,2003,9,10,WET2,16.25,0,0,0,0,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,0,63.5,1.058333333,0,0,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,5.13,63.5,1.058333333,0,0,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,5.5,63.5,1.058333333,0,3.67,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,6,63.5,1.058333333,0,4.24,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,6.25,63.5,1.058333333,0,6.68,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,6.5,63.5,1.058333333,0,8.05,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,7,63.5,1.058333333,0,9.12,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,7.5,63.5,1.058333333,0,7.36,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,8,63.5,1.058333333,0,8.05,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,8.5,63.5,1.058333333,0,8.76,,0.46,0.13,NA,NA
LH1, N,1,2003,4,29,DRY,9,63.5,1.058333333,0,10.6,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,10,63.5,1.058333333,0,11.65,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,11,63.5,1.058333333,0,9.85,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,12,63.5,1.058333333,0,14.86,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,13,63.5,1.058333333,0,15.27,,0.26,0.13,NA,NA
LH1, N,1,2003,4,29,DRY,14,63.5,1.058333333,0,14.86,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,15,63.5,1.058333333,0,14.86,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,16,63.5,1.058333333,0,14.04,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,17,63.5,1.058333333,0,13.23,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,18,63.5,1.058333333,0,18.15,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,19,63.5,1.058333333,0,16.96,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,20,63.5,1.058333333,0,15.27,,0.19,0.1,NA,NA
LH1, N,1,2003,4,29,DRY,22,63.5,1.058333333,0,14.04,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,25,63.5,1.058333333,0,16.96,,0.24,0.13,NA,NA
LH1, N,1,2003,4,29,DRY,27,63.5,1.058333333,0,16.96,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,30,63.5,1.058333333,0,16.96,,0.22,0.12,NA,NA
LH1, N,1,2003,4,29,DRY,32,63.5,1.058333333,0,16.96,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,33,63.5,1.058333333,0,14.04,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,35,63.5,1.058333333,0,14.04,,0.16,0.08,NA,NA
LH1, N,1,2003,4,29,DRY,38,63.5,1.058333333,0,14.86,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,40,63.5,1.058333333,0,15.27,,0.21,0.1,NA,NA
LH1, N,1,2003,4,29,DRY,45,63.5,1.058333333,0,15.27,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,45.25,0,0,0,14.86,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,45.5,0,0,0,10.6,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,45.75,0,0,0,8.05,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,46,0,0,0,7.36,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,46.5,0,0,0,5.7,,NA,NA,NA,NA
LH1, N,1,2003,4,29,DRY,46.75,0,0,0,0,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,0,63.7,1.061666667,0,0,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,3.71,63.7,1.061666667,0,0,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,4,63.7,1.061666667,0,1.39,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,4.5,63.7,1.061666667,0,1.84,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,5,63.7,1.061666667,0,3.11,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,5.5,63.7,1.061666667,0,7.36,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,6,63.7,1.061666667,0,14.04,,0.22,0.1,NA,NA
LH1, N,1,2003,4,29,WET,7,63.7,1.061666667,0,19.92,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,7.5,63.7,1.061666667,0,24.4,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,8,63.7,1.061666667,0,24.05,,0.15,0.12,NA,NA
LH1, N,1,2003,4,29,WET,9,63.7,1.061666667,0,24.4,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,10,63.7,1.061666667,0,23.11,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,11,63.7,1.061666667,0,24.4,,0.12,0.09,NA,NA
LH1, N,1,2003,4,29,WET,12,63.7,1.061666667,0,25.35,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,13,75.77,1.262833333,0,24.4,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,14,75.77,1.262833333,0,26.31,,0.21,0.19,NA,NA
LH1, N,1,2003,4,29,WET,15,75.77,1.262833333,0,25.35,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,16,75.77,1.262833333,0,29.75,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,17,75.77,1.262833333,0,28.76,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,18,75.77,1.262833333,0,31.25,,0.07,0.08,NA,NA
LH1, N,1,2003,4,29,WET,19,75.77,1.262833333,0,32.14,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,20,75.77,1.262833333,0,32.14,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,21,75.77,1.262833333,0,32.14,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,22,75.77,1.262833333,0,35.76,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,23,75.77,1.262833333,0,35.76,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,24,75.77,1.262833333,0,34.72,,0.15,0.17,NA,NA
LH1, N,1,2003,4,29,WET,25,75.77,1.262833333,0,31.25,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,26.5,75.77,1.262833333,0,35.76,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,27,75.77,1.262833333,0,31.25,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,28,100.48,1.674666667,0,31.25,,0.08,0.08,NA,NA
LH1, N,1,2003,4,29,WET,29,100.48,1.674666667,0,44.26,,0.12,0.18,NA,NA
LH1, N,1,2003,4,29,WET,30,100.48,1.674666667,0,42.6,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,31,100.48,1.674666667,0,49.19,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,32,100.48,1.674666667,0,46.5,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,33,100.48,1.674666667,0,43.16,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,33.5,100.48,1.674666667,0,49.19,,0.28,0.48,NA,NA
LH1, N,1,2003,4,29,WET,34,100.48,1.674666667,0,50.91,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,35,100.48,1.674666667,0,48.05,,0.21,0.34,NA,NA
LH1, N,1,2003,4,29,WET,36,100.48,1.674666667,0,49.19,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,37,100.48,1.674666667,0,44.26,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,38,100.48,1.674666667,0,44.26,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,39,123.29,2.054833333,0,45.38,,0.13,0.2,NA,NA
LH1, N,1,2003,4,29,WET,40,123.29,2.054833333,0,54.99,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,41,123.29,2.054833333,0,67.4,,0.16,0.37,NA,NA
LH1, N,1,2003,4,29,WET,42,123.29,2.054833333,0,59,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,43,123.29,2.054833333,0,64.47,,0.18,0.39,NA,NA
LH1, N,1,2003,4,29,WET,44,123.29,2.054833333,0,65.7,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,45,123.29,2.054833333,0,65.7,,0.19,0.42,NA,NA
LH1, N,1,2003,4,29,WET,46,123.29,2.054833333,0,68.65,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,47,152.89,2.548166667,0,71.16,,0.22,0.54,NA,NA
LH1, N,1,2003,4,29,WET,48,152.89,2.548166667,0,86.56,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,49,152.89,2.548166667,0,86.56,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,49.5,152.89,2.548166667,0,95.84,,0.14,0.48,NA,NA
LH1, N,1,2003,4,29,WET,50,152.89,2.548166667,0,93.79,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,51,152.89,2.548166667,0,93.79,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,52,152.89,2.548166667,0,93.79,,0.13,0.41,NA,NA
LH1, N,1,2003,4,29,WET,53,152.89,2.548166667,0,89.07,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,54,152.89,2.548166667,0,92.44,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,55,175.83,2.9305,0,97.21,,0.23,0.76,NA,NA
LH1, N,1,2003,4,29,WET,55.3,175.83,2.9305,0,108.18,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,56,175.83,2.9305,0,112.98,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,57,175.83,2.9305,0,109.42,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,58,175.83,2.9305,0,125.86,,0.2,0.85,NA,NA
LH1, N,1,2003,4,29,WET,59,175.83,2.9305,0,125.86,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,60,175.83,2.9305,0,119.46,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,61,175.83,2.9305,0,124.39,,0.12,0.51,NA,NA
LH1, N,1,2003,4,29,WET,62,175.83,2.9305,0,115.85,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,63,175.83,2.9305,0,121.46,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,64,0,0,0,121.46,,0.15,0.62,NA,NA
LH1, N,1,2003,4,29,WET,64.5,0,0,0,86.56,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,64.75,0,0,0,60.2,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,65,0,0,0,44.26,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,65.5,0,0,0,25.35,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,66,0,0,0,14.86,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,66.25,0,0,0,10.6,,NA,NA,NA,NA
LH1, N,1,2003,4,29,WET,66.5,0,0,0,0,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,0,63.7,1.061666667,0,0,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,4.12,63.7,1.061666667,0,0,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,4.5,63.7,1.061666667,0,9.85,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,5,63.7,1.061666667,0,11.27,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,5.5,63.7,1.061666667,0,14.44,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,6,63.7,1.061666667,0,19.92,,0.74,0.49,NA,NA
LH1, N,2,2003,4,30,DRY,7,63.7,1.061666667,0,26.8,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,8,63.7,1.061666667,0,28.02,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,9,63.7,1.061666667,0,34.72,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,10,63.7,1.061666667,0,36.81,,0.31,0.39,NA,NA
LH1, N,2,2003,4,30,DRY,11,63.7,1.061666667,0,38.41,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,13,63.7,1.061666667,0,36.81,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,13.5,63.7,1.061666667,0,0,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,14,63.7,1.061666667,0,21.27,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,15,63.7,1.061666667,0,20.37,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,16,63.7,1.061666667,0,31.25,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,17,63.7,1.061666667,0,40.42,,0.21,0.29,NA,NA
LH1, N,2,2003,4,30,DRY,19,63.7,1.061666667,0,44.26,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,20,63.7,1.061666667,0,39.48,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,23,63.7,1.061666667,0,41.51,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,25,63.7,1.061666667,0,41.51,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,30,63.7,1.061666667,0,41.51,,0.15,0.22,NA,NA
LH1, N,2,2003,4,30,DRY,31,63.7,1.061666667,0,43.16,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,35,63.7,1.061666667,0,41.51,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,40,63.7,1.061666667,0,41.51,,0.21,0.3,NA,NA
LH1, N,2,2003,4,30,DRY,41,63.7,1.061666667,0,40.42,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,45.5,0,0,0,40.42,,0.28,0.39,NA,NA
LH1, N,2,2003,4,30,DRY,46,0,0,0,33.68,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,46.25,0,0,0,27.77,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,46.5,0,0,0,22.19,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,46.75,0,0,0,16.96,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,47,0,0,0,13.23,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,47.25,0,0,0,11.27,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,47.5,0,0,0,9.12,,NA,NA,NA,NA
LH1, N,2,2003,4,30,DRY,47.7,0,0,0,0,,NA,NA,NA,NA
LH1, N,2,2003,4,30,WET,0,63.7,1.061666667,0,0,,NA,NA,NA,NA
LH1, N,2,2003,4,30,WET,2.52,63.7,1.061666667,0,0,,NA,NA,NA,NA
LH1, N,2,2003,4,30,WET,3,63.7,1.061666667,0,5.15,,NA,NA,NA,NA
LH1, N,2,2003,4,30,WET,3.5,63.7,1.061666667,0,13.23,,0.15,0.07,NA,NA
LH1, N,2,2003,4,30,WET,4,63.7,1.061666667,0,21.27,,NA,NA,NA,NA
LH1, N,2,2003,4,30,WET,4.5,63.7,1.061666667,0,27.28,,0.2,0.19,NA,NA
LH1, N,2,2003,4,30,WET,5,63.7,1.061666667,0,36.81,,NA,NA,NA,NA
LH1, N,2,2003,4,30,WET,5.5,63.7,1.061666667,0,36.81,,0.17,0.21,NA,NA
LH1, N,2,2003,4,30,WET,6,63.7,1.061666667,0,39.48,,NA,NA,NA,NA
LH1, N,2,2003,4,30,WET,7,63.7,1.061666667,0,40.42,,0.16,0.23,NA,NA
LH1, N,2,2003,4,30,WET,8,63.7,1.061666667,0,44.26,,NA,NA,NA,NA
LH1, N,2,2003,4,30,WET,9,63.7,1.061666667,0,41.51,,0.15,0.22,NA,NA
LH1, N,2,2003,4,30,WET,10,63.7,1.061666667,0,41.51,,NA,NA,NA,NA
LH1, N,2,2003,4,30,WET,11,75.77,1.262833333,0,41.51,,0.2,0.28,NA,NA
LH1, N,2,2003,4,30,WET,11.5,75.77,1.262833333,0,44.26,,NA,NA,NA,NA
LH1, N,2,2003,4,30,WET,12,75.77,1.262833333,0,49.19,,0.18,0.3,NA,NA
LH1, N,2,2003,4,30,WET,12.5,75.77,1.262833333,0,49.19,,0.21,0.35,NA,NA
LH1, N,2,2003,4,30,WET,13,75.77,1.262833333,0,53.23,,NA,NA,NA,NA
LH1, N,2,2003,4,30,WET,13.5,75.77,1.262833333,0,54.4,,0.22,0.41,NA,NA
LH1, N,2,2003,4,30,WET,14,75.77,1.262833333,0,54.4,,NA,NA,NA,NA
LH1, N,2,2003,4,30,WET,15,75.77,1.262833333,0,52.07,,0.18,0.32,NA,NA
LH1, N,2,2003,4,30,WET,16,75.77,1.262833333,0,52.07,,NA,NA,NA,NA
LH1, N,2,2003,4,30,WET,17,75.77,1.262833333,0,54.4,,NA,NA,NA,NA
LH1, N,2,2003,4,30,WET,18,100.48,1.674666667,0,54.4,,0.17,0.32,NA,NA
