Site ID,Condition,Plot number,Year,Month,Day,Run,Time,Precipitation (mm/hr),Precipitation (mm/min),Run-on,Runoff (mm/hr),Runoff (CMS),Sediment concentration,Sediment discharge,Velocity max,Velocity mean
ER2, N,1,2013,7,30,DRY,0,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,1,2013,7,30,DRY,6.33,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,1,2013,7,30,DRY,7,73.66,1.227666667,0,4.86,0.0000162,0.42,0.06,NA,NA
ER2, N,1,2013,7,30,DRY,9,73.66,1.227666667,0,8.35,0.000027833,0.54,0.15,NA,NA
ER2, N,1,2013,7,30,DRY,11,73.66,1.227666667,0,10.25,0.000034167,0.33,0.11,NA,NA
ER2, N,1,2013,7,30,DRY,15,73.66,1.227666667,0,13.68,0.0000456,0.4,0.18,NA,NA
ER2, N,1,2013,7,30,DRY,20,73.66,1.227666667,0,13.59,0.0000453,0.33,0.15,NA,NA
ER2, N,1,2013,7,30,DRY,25,73.66,1.227666667,0,13.59,0.0000453,0.26,0.12,NA,NA
ER2, N,1,2013,7,30,DRY,35,73.66,1.227666667,0,9.28,0.000030933,0.11,0.03,NA,NA
ER2, N,1,2013,7,30,DRY,40,73.66,1.227666667,0,9.44,0.000031467,0.28,0.08,NA,NA
ER2, N,1,2013,7,30,DRY,45,0,0,0,9.44,0.000031467,0.15,0.05,NA,NA
ER2, N,1,2013,7,30,DRY,45.67,0,0,0,3.9,0.000013,0.08,0.01,NA,NA
ER2, N,1,2013,7,30,DRY,46.33,0,0,0,0,0,NA,NA,NA,NA
ER2, N,1,2013,7,30,WET,0,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,1,2013,7,30,WET,4.58,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,1,2013,7,30,WET,6,73.66,1.227666667,0,5.91,0.0000197,0.38,0.07,NA,NA
ER2, N,1,2013,7,30,WET,8,73.66,1.227666667,0,14.25,0.0000475,0.23,0.11,NA,NA
ER2, N,1,2013,7,30,WET,9,73.66,1.227666667,0,15.32,0.000051067,NA,NA,NA,NA
ER2, N,1,2013,7,30,WET,10,73.66,1.227666667,0,16.62,0.0000554,0.2,0.11,0.083,0.014
ER2, N,1,2013,7,30,WET,13,73.66,1.227666667,0,16.62,0.0000554,0.15,0.08,NA,NA
ER2, N,1,2013,7,30,WET,14,73.66,1.227666667,0,17.76,0.0000592,0.16,0.1,NA,NA
ER2, N,1,2013,7,30,WET,17,93.72,1.562,0,19.59,0.0000653,0.15,0.09,NA,NA
ER2, N,1,2013,7,30,WET,19,93.72,1.562,0,42.59,0.000141967,0.22,0.32,NA,NA
ER2, N,1,2013,7,30,WET,21,93.72,1.562,0,49.83,0.0001661,0.18,0.3,NA,NA
ER2, N,1,2013,7,30,WET,22,93.72,1.562,0,53.21,0.000177367,0.16,0.29,NA,NA
ER2, N,1,2013,7,30,WET,23,93.72,1.562,0,53.21,0.000177367,0.33,0.59,0.071,0.018
ER2, N,1,2013,7,30,WET,25,93.72,1.562,0,53.21,0.000177367,0.16,0.3,NA,NA
ER2, N,1,2013,7,30,WET,30,118.61,1.976833333,0,53.21,0.000177367,0.09,0.16,NA,NA
ER2, N,1,2013,7,30,WET,32,118.61,1.976833333,0,72.35,0.000241167,0.13,0.33,NA,NA
ER2, N,1,2013,7,30,WET,34,118.61,1.976833333,0,72.94,0.000243133,0.12,0.31,NA,NA
ER2, N,1,2013,7,30,WET,35,118.61,1.976833333,0,72.94,0.000243133,0.11,0.29,NA,NA
ER2, N,1,2013,7,30,WET,36,118.61,1.976833333,0,72.94,0.000243133,NA,NA,0.066,0.022
ER2, N,1,2013,7,30,WET,38,118.61,1.976833333,0,72.94,0.000243133,0.13,0.32,NA,NA
ER2, N,1,2013,7,30,WET,42,153.41,2.556833333,0,72.94,0.000243133,0.08,0.21,NA,NA
ER2, N,1,2013,7,30,WET,44,153.41,2.556833333,0,102.61,0.000342033,0.16,0.58,NA,NA
ER2, N,1,2013,7,30,WET,46,153.41,2.556833333,0,108.89,0.000362967,0.13,0.49,NA,NA
ER2, N,1,2013,7,30,WET,47,153.41,2.556833333,0,108.89,0.000362967,0.11,0.41,NA,NA
ER2, N,1,2013,7,30,WET,48,153.41,2.556833333,0,108.89,0.000362967,0.12,0.44,0.084,0.031
ER2, N,1,2013,7,30,WET,50,153.41,2.556833333,0,108.89,0.000362967,0.13,0.51,NA,NA
ER2, N,1,2013,7,30,WET,52,167.38,2.789666667,0,108.89,0.000362967,0.13,0.49,NA,NA
ER2, N,1,2013,7,30,WET,54,167.38,2.789666667,0,124.94,0.000416467,0.13,0.55,NA,NA
ER2, N,1,2013,7,30,WET,56,167.38,2.789666667,0,124.94,0.000416467,0.07,0.3,NA,NA
ER2, N,1,2013,7,30,WET,58,167.38,2.789666667,0,124.94,0.000416467,0.1,0.46,NA,NA
ER2, N,1,2013,7,30,WET,59.5,167.38,2.789666667,0,124.94,0.000416467,0.09,0.42,0.091,0.034
ER2, N,1,2013,7,30,WET,61,167.38,2.789666667,0,124.94,0.000416467,0.11,0.49,NA,NA
ER2, N,1,2013,7,30,WET,63,0,0,0,124.94,0.000416467,0.09,0.4,NA,NA
ER2, N,1,2013,7,30,WET,63.5,0,0,0,84.35,0.000281167,0.08,0.24,NA,NA
ER2, N,1,2013,7,30,WET,64,0,0,0,35.71,0.000119033,NA,NA,NA,NA
ER2, N,1,2013,7,30,WET,64.5,0,0,0,13.5,0.000045,NA,NA,NA,NA
ER2, N,1,2013,7,30,WET,65,0,0,0,4.39,0.000014633,NA,NA,NA,NA
ER2, N,1,2013,7,30,WET,65.5,0,0,0,0,0,NA,NA,NA,NA
ER2, N,2,2013,7,30,DRY,0,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,2,2013,7,30,DRY,5,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,2,2013,7,30,DRY,7,73.66,1.227666667,0,4.62,0.0000154,0.82,0.12,NA,NA
ER2, N,2,2013,7,30,DRY,9,73.66,1.227666667,0,10.16,0.000033867,0.53,0.18,NA,NA
ER2, N,2,2013,7,30,DRY,11,73.66,1.227666667,0,13.22,0.000044067,0.45,0.2,NA,NA
ER2, N,2,2013,7,30,DRY,14,73.66,1.227666667,0,15.91,0.000053033,NA,NA,NA,NA
ER2, N,2,2013,7,30,DRY,15,73.66,1.227666667,0,16.52,0.000055067,NA,NA,NA,NA
ER2, N,2,2013,7,30,DRY,20,73.66,1.227666667,0,15.91,0.000053033,0.33,0.18,NA,NA
ER2, N,2,2013,7,30,DRY,25,73.66,1.227666667,0,15.91,0.000053033,0.34,0.18,NA,NA
ER2, N,2,2013,7,30,DRY,35,73.66,1.227666667,0,15.91,0.000053033,0.31,0.16,NA,NA
ER2, N,2,2013,7,30,DRY,45,0,0,0,14.83,0.000049433,0.26,0.13,NA,NA
ER2, N,2,2013,7,30,DRY,45.5,0,0,0,7.54,0.000025133,0.22,0.05,NA,NA
ER2, N,2,2013,7,30,DRY,46,0,0,0,1.98,0.0000066,NA,NA,NA,NA
ER2, N,2,2013,7,30,DRY,46.33,0,0,0,0,0,NA,NA,NA,NA
ER2, N,2,2013,7,30,WET,0,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,2,2013,7,30,WET,4.33,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,2,2013,7,30,WET,6,73.66,1.227666667,0,10.25,0.000034167,0.26,0.09,NA,NA
ER2, N,2,2013,7,30,WET,8,73.66,1.227666667,0,20.7,0.000069,0.23,0.16,NA,NA
ER2, N,2,2013,7,30,WET,10,73.66,1.227666667,0,24.81,0.0000827,0.25,0.21,NA,NA
ER2, N,2,2013,7,30,WET,11,73.66,1.227666667,0,24.81,0.0000827,0.21,0.18,NA,NA
ER2, N,2,2013,7,30,WET,12,73.66,1.227666667,0,24.81,0.0000827,NA,NA,0.077,0.016
ER2, N,2,2013,7,30,WET,15,73.66,1.227666667,0,24.81,0.0000827,0.22,0.19,NA,NA
ER2, N,2,2013,7,30,WET,18,93.72,1.562,0,24.81,0.0000827,0.15,0.13,NA,NA
ER2, N,2,2013,7,30,WET,20,93.72,1.562,0,53.38,0.000177933,0.27,0.5,NA,NA
ER2, N,2,2013,7,30,WET,22,93.72,1.562,0,56.86,0.000189533,0.21,0.42,NA,NA
ER2, N,2,2013,7,30,WET,23,93.72,1.562,0,56.86,0.000189533,0.21,0.42,0.073,0.019
ER2, N,2,2013,7,30,WET,25,93.72,1.562,0,56.86,0.000189533,0.19,0.38,NA,NA
ER2, N,2,2013,7,30,WET,29,118.61,1.976833333,0,56.86,0.000189533,0.2,0.38,NA,NA
ER2, N,2,2013,7,30,WET,31,118.61,1.976833333,0,77.94,0.0002598,0.21,0.55,NA,NA
ER2, N,2,2013,7,30,WET,33,118.61,1.976833333,0,77.94,0.0002598,0.21,0.55,NA,NA
ER2, N,2,2013,7,30,WET,35,118.61,1.976833333,0,77.94,0.0002598,0.2,0.53,0.074,0.022
ER2, N,2,2013,7,30,WET,37,118.61,1.976833333,0,77.94,0.0002598,0.19,0.5,NA,NA
ER2, N,2,2013,7,30,WET,41,153.41,2.556833333,0,77.94,0.0002598,0.17,0.45,NA,NA
ER2, N,2,2013,7,30,WET,43,153.41,2.556833333,0,106.08,0.0003536,0.29,1.06,NA,NA
ER2, N,2,2013,7,30,WET,45,153.41,2.556833333,0,106.31,0.000354367,0.22,0.82,NA,NA
ER2, N,2,2013,7,30,WET,47,153.41,2.556833333,0,106.31,0.000354367,0.23,0.84,0.084,0.026
ER2, N,2,2013,7,30,WET,49,153.41,2.556833333,0,110.31,0.0003677,0.21,0.81,NA,NA
ER2, N,2,2013,7,30,WET,52,167.38,2.789666667,0,110.31,0.0003677,0.21,0.79,NA,NA
ER2, N,2,2013,7,30,WET,54,167.38,2.789666667,0,126.7,0.000422333,0.2,0.89,NA,NA
ER2, N,2,2013,7,30,WET,55,167.38,2.789666667,0,125.95,0.000419833,0.21,0.91,NA,NA
ER2, N,2,2013,7,30,WET,56,167.38,2.789666667,0,125.95,0.000419833,0.18,0.8,0.088,0.028
ER2, N,2,2013,7,30,WET,58,167.38,2.789666667,0,125.95,0.000419833,0.17,0.73,NA,NA
ER2, N,2,2013,7,30,WET,61,0,0,0,125.95,0.000419833,0.18,0.77,NA,NA
ER2, N,2,2013,7,30,WET,61.5,0,0,0,81.43,0.000271433,0.14,0.4,NA,NA
ER2, N,2,2013,7,30,WET,62,0,0,0,36.29,0.000120967,0.21,0.26,NA,NA
ER2, N,2,2013,7,30,WET,62.5,0,0,0,14.83,0.000049433,NA,NA,NA,NA
ER2, N,2,2013,7,30,WET,63,0,0,0,3.84,0.0000128,NA,NA,NA,NA
ER2, N,2,2013,7,30,WET,63.5,0,0,0,0,0,NA,NA,NA,NA
ER2, N,3,2013,7,31,DRY,0,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,3,2013,7,31,DRY,7.17,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,3,2013,7,31,DRY,8.5,73.66,1.227666667,0,8.43,0.0000281,0.79,0.22,NA,NA
ER2, N,3,2013,7,31,DRY,10,73.66,1.227666667,0,11.6,0.000038667,0.6,0.23,NA,NA
ER2, N,3,2013,7,31,DRY,12,73.66,1.227666667,0,11.6,0.000038667,0.54,0.21,NA,NA
ER2, N,3,2013,7,31,DRY,15,73.66,1.227666667,0,11.6,0.000038667,0.42,0.16,NA,NA
ER2, N,3,2013,7,31,DRY,25,73.66,1.227666667,0,10.92,0.0000364,0.3,0.11,NA,NA
ER2, N,3,2013,7,31,DRY,35,73.66,1.227666667,0,9.12,0.0000304,0.33,0.1,NA,NA
ER2, N,3,2013,7,31,DRY,40,73.66,1.227666667,0,9.12,0.0000304,0.3,0.09,NA,NA
ER2, N,3,2013,7,31,DRY,45,0,0,0,9.12,0.0000304,0.33,0.1,NA,NA
ER2, N,3,2013,7,31,DRY,45.5,0,0,0,5.22,0.0000174,NA,NA,NA,NA
ER2, N,3,2013,7,31,DRY,46,0,0,0,1.75,0.000005833,NA,NA,NA,NA
ER2, N,3,2013,7,31,DRY,46.17,0,0,0,0,0,NA,NA,NA,NA
ER2, N,3,2013,7,31,WET,0,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,3,2013,7,31,WET,4.83,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,3,2013,7,31,WET,6,73.66,1.227666667,0,11.17,0.000037233,0.43,0.16,NA,NA
ER2, N,3,2013,7,31,WET,8.5,73.66,1.227666667,0,22.08,0.0000736,0.35,0.26,NA,NA
ER2, N,3,2013,7,31,WET,10,73.66,1.227666667,0,24.33,0.0000811,0.32,0.26,NA,NA
ER2, N,3,2013,7,31,WET,12,73.66,1.227666667,0,24.33,0.0000811,0.25,0.2,NA,NA
ER2, N,3,2013,7,31,WET,13,73.66,1.227666667,0,24.33,0.0000811,0.25,0.21,0.039,0.013
ER2, N,3,2013,7,31,WET,16,73.66,1.227666667,0,24.45,0.0000815,0.22,0.18,NA,NA
ER2, N,3,2013,7,31,WET,20,93.72,1.562,0,24.45,0.0000815,0.17,0.14,NA,NA
ER2, N,3,2013,7,31,WET,22,93.72,1.562,0,41.05,0.000136833,0.26,0.37,NA,NA
ER2, N,3,2013,7,31,WET,24,93.72,1.562,0,48.83,0.000162767,0.22,0.37,NA,NA
ER2, N,3,2013,7,31,WET,25,93.72,1.562,0,48.83,0.000162767,0.24,0.39,NA,NA
ER2, N,3,2013,7,31,WET,26,93.72,1.562,0,48.83,0.000162767,0.22,0.36,0.059,0.016
ER2, N,3,2013,7,31,WET,29,93.72,1.562,0,48.67,0.000162233,NA,NA,NA,NA
ER2, N,3,2013,7,31,WET,33,118.61,1.976833333,0,48.67,0.000162233,0.16,0.27,NA,NA
ER2, N,3,2013,7,31,WET,35,118.61,1.976833333,0,65.61,0.0002187,0.22,0.5,NA,NA
ER2, N,3,2013,7,31,WET,27,118.61,1.976833333,0,65.8,0.000219333,0.19,0.42,NA,NA
ER2, N,3,2013,7,31,WET,38,118.61,1.976833333,0,65.8,0.000219333,0.18,0.4,NA,NA
ER2, N,3,2013,7,31,WET,39,118.61,1.976833333,0,65.8,0.000219333,0.18,0.41,0.062,0.019
ER2, N,3,2013,7,31,WET,42,118.61,1.976833333,0,65.8,0.000219333,0.17,0.39,NA,NA
ER2, N,3,2013,7,31,WET,45,153.41,2.556833333,0,65.8,0.000219333,0.16,0.36,NA,NA
ER2, N,3,2013,7,31,WET,47,153.41,2.556833333,0,98.52,0.0003284,0.22,0.74,NA,NA
ER2, N,3,2013,7,31,WET,49,153.41,2.556833333,0,97.62,0.0003254,0.19,0.63,NA,NA
ER2, N,3,2013,7,31,WET,50,153.41,2.556833333,0,98.52,0.0003284,0.17,0.59,0.068,0.024
ER2, N,3,2013,7,31,WET,52,153.41,2.556833333,0,98.52,0.0003284,0.17,0.58,NA,NA
ER2, N,3,2013,7,31,WET,55,167.38,2.789666667,0,98.52,0.0003284,0.16,0.55,NA,NA
ER2, N,3,2013,7,31,WET,57,167.38,2.789666667,0,119.24,0.000397467,0.21,0.87,NA,NA
ER2, N,3,2013,7,31,WET,59,167.38,2.789666667,0,119.24,0.000397467,0.15,0.63,NA,NA
ER2, N,3,2013,7,31,WET,60,167.38,2.789666667,0,119.24,0.000397467,0.15,0.63,0.075,0.026
ER2, N,3,2013,7,31,WET,62,167.38,2.789666667,0,119.24,0.000397467,0.16,0.64,NA,NA
ER2, N,3,2013,7,31,WET,65,0,0,0,119.24,0.000397467,0.13,0.52,NA,NA
ER2, N,3,2013,7,31,WET,65.5,0,0,0,75.92,0.000253067,0.04,0.12,NA,NA
ER2, N,3,2013,7,31,WET,66,0,0,0,34.86,0.0001162,0.09,0.11,NA,NA
ER2, N,3,2013,7,31,WET,66.5,0,0,0,17.76,0.0000592,NA,NA,NA,NA
ER2, N,3,2013,7,31,WET,67,0,0,0,5.09,0.000016967,NA,NA,NA,NA
ER2, N,3,2013,7,31,WET,67.42,0,0,0,0,0,NA,NA,NA,NA
ER2, N,4,2013,7,31,DRY,0,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,4,2013,7,31,DRY,6.5,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,4,2013,7,31,DRY,9,73.66,1.227666667,0,2.48,0.000008267,0.27,0.02,NA,NA
ER2, N,4,2013,7,31,DRY,11,73.66,1.227666667,0,6.23,0.000020767,0.31,0.06,NA,NA
ER2, N,4,2013,7,31,DRY,13,73.66,1.227666667,0,6.77,0.000022567,0.33,0.07,NA,NA
ER2, N,4,2013,7,31,DRY,15.33,73.66,1.227666667,0,6.77,0.000022567,0.42,0.09,NA,NA
ER2, N,4,2013,7,31,DRY,20,73.66,1.227666667,0,5.65,0.000018833,0.36,0.06,NA,NA
ER2, N,4,2013,7,31,DRY,25,73.66,1.227666667,0,5.65,0.000018833,0.25,0.04,NA,NA
ER2, N,4,2013,7,31,DRY,33,73.66,1.227666667,0,5.28,0.0000176,0.26,0.04,NA,NA
ER2, N,4,2013,7,31,DRY,38,0,0,0,5.28,0.0000176,0.27,0.04,NA,NA
ER2, N,4,2013,7,31,WET,0,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,4,2013,7,31,WET,4.67,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,4,2013,7,31,WET,6,73.66,1.227666667,0,6.98,0.000023267,0.72,0.17,NA,NA
ER2, N,4,2013,7,31,WET,7,73.66,1.227666667,0,11.78,0.000039267,0.26,0.1,NA,NA
ER2, N,4,2013,7,31,WET,8,73.66,1.227666667,0,14.63,0.000048767,0.26,0.13,NA,NA
ER2, N,4,2013,7,31,WET,9,73.66,1.227666667,0,16.01,0.000053367,0.34,0.18,NA,NA
ER2, N,4,2013,7,31,WET,10,73.66,1.227666667,0,16.01,0.000053367,0.33,0.17,NA,NA
ER2, N,4,2013,7,31,WET,11,73.66,1.227666667,0,16.01,0.000053367,0.49,0.26,NA,NA
ER2, N,4,2013,7,31,WET,12,93.72,1.562,0,16.01,0.000053367,0.35,0.19,NA,NA
ER2, N,4,2013,7,31,WET,13,93.72,1.562,0,27.69,0.0000923,0.43,0.4,NA,NA
ER2, N,4,2013,7,31,WET,14,93.72,1.562,0,38.49,0.0001283,0.35,0.45,NA,NA
ER2, N,4,2013,7,31,WET,15,93.72,1.562,0,44.31,0.0001477,0.34,0.52,NA,NA
ER2, N,4,2013,7,31,WET,16,93.72,1.562,0,44.31,0.0001477,0.32,0.48,NA,NA
ER2, N,4,2013,7,31,WET,17,93.72,1.562,0,44.31,0.0001477,0.24,0.36,NA,NA
ER2, N,4,2013,7,31,WET,18,93.72,1.562,0,44.31,0.0001477,0.22,0.33,NA,NA
ER2, N,4,2013,7,31,WET,19,118.61,1.976833333,0,44.31,0.0001477,0.22,0.34,NA,NA
ER2, N,4,2013,7,31,WET,20,118.61,1.976833333,0,52.86,0.0001762,0.26,0.46,NA,NA
ER2, N,4,2013,7,31,WET,21,118.61,1.976833333,0,58.82,0.000196067,0.35,0.7,NA,NA
ER2, N,4,2013,7,31,WET,22,118.61,1.976833333,0,62.08,0.000206933,0.29,0.62,NA,NA
ER2, N,4,2013,7,31,WET,23,118.61,1.976833333,0,62.08,0.000206933,0.26,0.55,NA,NA
ER2, N,4,2013,7,31,WET,24,118.61,1.976833333,0,62.08,0.000206933,0.27,0.56,NA,NA
ER2, N,4,2013,7,31,WET,25,153.41,2.556833333,0,62.08,0.000206933,NA,NA,NA,NA
ER2, N,4,2013,7,31,WET,26,153.41,2.556833333,0,80.81,0.000269367,0.47,1.29,NA,NA
ER2, N,4,2013,7,31,WET,27,153.41,2.556833333,0,91.2,0.000304,0.35,1.09,NA,NA
ER2, N,4,2013,7,31,WET,28,153.41,2.556833333,0,91.2,0.000304,0.36,1.13,NA,NA
ER2, N,4,2013,7,31,WET,29,153.41,2.556833333,0,91.86,0.0003062,0.38,1.19,NA,NA
ER2, N,4,2013,7,31,WET,30,153.41,2.556833333,0,91.86,0.0003062,0.33,1.03,NA,NA
ER2, N,4,2013,7,31,WET,31,167.38,2.789666667,0,91.86,0.0003062,0.38,1.18,NA,NA
ER2, N,4,2013,7,31,WET,32,167.38,2.789666667,0,102.84,0.0003428,0.36,1.26,NA,NA
ER2, N,4,2013,7,31,WET,33,167.38,2.789666667,0,108.42,0.0003614,0.39,1.45,NA,NA
ER2, N,4,2013,7,31,WET,34,167.38,2.789666667,0,108.42,0.0003614,0.33,1.21,NA,NA
ER2, N,4,2013,7,31,WET,35,167.38,2.789666667,0,108.42,0.0003614,NA,NA,NA,NA
ER2, N,4,2013,7,31,WET,36,0,0,0,108.42,0.0003614,0.32,1.17,NA,NA
ER2, N,4,2013,7,31,WET,36.67,0,0,0,58.82,0.000196067,0.09,0.18,NA,NA
ER2, N,4,2013,7,31,WET,37,0,0,0,32.89,0.000109633,NA,NA,NA,NA
ER2, N,4,2013,7,31,WET,37.5,0,0,0,15.61,0.000052033,NA,NA,NA,NA
ER2, N,4,2013,7,31,WET,38,0,0,0,3.9,0.000013,NA,NA,NA,NA
ER2, N,4,2013,7,31,WET,38.58,0,0,0,0,0,NA,NA,NA,NA
ER2, N,5,2013,8,2,DRY,0,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,5,2013,8,2,DRY,9.17,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,5,2013,8,2,DRY,10.5,73.66,1.227666667,0,7.69,0.000025633,0.25,0.06,NA,NA
ER2, N,5,2013,8,2,DRY,12,73.66,1.227666667,0,10.83,0.0000361,0.22,0.08,NA,NA
ER2, N,5,2013,8,2,DRY,15,73.66,1.227666667,0,12.31,0.000041033,0.24,0.1,NA,NA
ER2, N,5,2013,8,2,DRY,17,73.66,1.227666667,0,13.96,0.000046533,0.17,0.08,NA,NA
ER2, N,5,2013,8,2,DRY,20,73.66,1.227666667,0,16.01,0.000053367,0.19,0.1,NA,NA
ER2, N,5,2013,8,2,DRY,25,73.66,1.227666667,0,17.24,0.000057467,0.14,0.08,NA,NA
ER2, N,5,2013,8,2,DRY,30,73.66,1.227666667,0,17.03,0.000056767,0.16,0.09,NA,NA
ER2, N,5,2013,8,2,DRY,40,73.66,1.227666667,0,16.93,0.000056433,0.12,0.06,NA,NA
ER2, N,5,2013,8,2,DRY,45,0,0,0,16.93,0.000056433,0.14,0.08,NA,NA
ER2, N,5,2013,8,2,DRY,45.5,0,0,0,10.16,0.000033867,0.25,0.08,NA,NA
ER2, N,5,2013,8,2,DRY,46,0,0,0,2.66,0.000008867,NA,NA,NA,NA
ER2, N,5,2013,8,2,DRY,46.25,0,0,0,0,0,NA,NA,NA,NA
ER2, N,5,2013,8,2,WET,0,0,0,116.1576355,0,0,NA,NA,NA,NA
ER2, N,5,2013,8,2,WET,1.75,0,0,116.1576355,0,0,NA,NA,NA,NA
ER2, N,5,2013,8,2,WET,3,0,0,116.1576355,78.96,0.0002632,0.02,0.07,NA,NA
ER2, N,5,2013,8,2,WET,4,0,0,116.1576355,81.43,0.000271433,0.01,0.03,NA,NA
ER2, N,5,2013,8,2,WET,5,0,0,116.1576355,81.43,0.000271433,0,0.02,NA,NA
ER2, N,5,2013,8,2,WET,6,0,0,116.1576355,81.43,0.000271433,0,0.02,0.09,0.033
ER2, N,5,2013,8,2,WET,8,0,0,116.1576355,81.43,0.000271433,0,0.01,NA,NA
ER2, N,5,2013,8,2,WET,9.5,0,0,180.1477833,81.43,0.000271433,NA,NA,NA,NA
ER2, N,5,2013,8,2,WET,10.37121314,0,0,180.1477833,81.43,0.000271433,0,0,NA,NA
ER2, N,5,2013,8,2,WET,12,0,0,180.1477833,139.32,0.0004644,0,0,NA,NA
ER2, N,5,2013,8,2,WET,13,0,0,180.1477833,139.32,0.0004644,0,0,NA,NA
ER2, N,5,2013,8,2,WET,14,0,0,180.1477833,138.8,0.000462667,0,0,0.105,0.043
ER2, N,5,2013,8,2,WET,15,0,0,180.1477833,139.32,0.0004644,0.01,0.06,NA,NA
ER2, N,5,2013,8,2,WET,16.67,0,0,180.1477833,139.32,0.0004644,0,0.01,NA,NA
ER2, N,5,2013,8,2,WET,18.5,0,0,234.679803,139.32,0.0004644,NA,NA,NA,NA
ER2, N,5,2013,8,2,WET,19.33,0,0,234.679803,139.32,0.0004644,NA,NA,NA,NA
ER2, N,5,2013,8,2,WET,20,0,0,234.679803,207.44,0.000691467,0,0.03,NA,NA
ER2, N,5,2013,8,2,WET,21,0,0,234.679803,207.44,0.000691467,0,0.03,NA,NA
ER2, N,5,2013,8,2,WET,22,0,0,234.679803,207.44,0.000691467,NA,NA,0.12,0.048
ER2, N,5,2013,8,2,WET,23,0,0,234.679803,207.44,0.000691467,0,0.05,NA,NA
ER2, N,5,2013,8,2,WET,25,0,0,284.679803,207.44,0.000691467,NA,NA,NA,NA
ER2, N,5,2013,8,2,WET,25.6,0,0,284.679803,207.44,0.000691467,NA,NA,NA,NA
ER2, N,5,2013,8,2,WET,29,0,0,284.679803,239.22,0.0007974,NA,NA,NA,NA
ER2, N,5,2013,8,2,WET,29.5,0,0,284.679803,239.89,0.000799633,0,0.01,NA,NA
ER2, N,5,2013,8,2,WET,31,0,0,284.679803,239.89,0.000799633,NA,NA,NA,NA
ER2, N,5,2013,8,2,WET,32,0,0,284.679803,239.89,0.000799633,NA,NA,0.139,0.053
ER2, N,5,2013,8,2,WET,33,0,0,284.679803,239.89,0.000799633,NA,NA,NA,NA
ER2, N,5,2013,8,2,WET,35,0,0,331.0344828,239.89,0.000799633,NA,NA,NA,NA
ER2, N,5,2013,8,2,WET,35.65,0,0,331.0344828,239.89,0.000799633,NA,NA,NA,NA
ER2, N,5,2013,8,2,WET,37,0,0,331.0344828,265.93,0.000886433,0,0.07,NA,NA
ER2, N,5,2013,8,2,WET,38,0,0,331.0344828,265.93,0.000886433,NA,NA,NA,NA
ER2, N,5,2013,8,2,WET,39,0,0,331.0344828,265.93,0.000886433,NA,NA,0.142,0.052
ER2, N,5,2013,8,2,WET,40,0,0,331.0344828,265.93,0.000886433,NA,NA,NA,NA
ER2, N,5,2013,8,2,WET,41.5,0,0,0,265.93,0.000886433,0,0.02,NA,NA
ER2, N,5,2013,8,2,WET,42,0,0,0,265.93,0.000886433,NA,NA,NA,NA
ER2, N,5,2013,8,2,WET,42.5,0,0,0,127.21,0.000424033,0,0.01,NA,NA
ER2, N,5,2013,8,2,WET,43,0,0,0,50.66,0.000168867,NA,NA,NA,NA
ER2, N,5,2013,8,2,WET,43.5,0,0,0,19.7,0.000065667,NA,NA,NA,NA
ER2, N,5,2013,8,2,WET,44.67,0,0,0,0,0,NA,NA,NA,NA
ER2, N,6,2013,8,2,DRY,,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,6,2013,8,2,DRY,7,73.66,1.227666667,0,0,0,NA,NA,NA,NA
ER2, N,6,2013,8,2,DRY,8,73.66,1.227666667,0,10.41,0.0000347,0.2,0.07,NA,NA
ER2, N,6,2013,8,2,DRY,10,73.66,1.227666667,0,22.19,0.000073967,0.17,0.13,NA,NA
ER2, N,6,2013,8,2,DRY,12,73.66,1.227666667,0,25.55,0.000085167,0.17,0.15,NA,NA
ER2, N,6,2013,8,2,DRY,15,73.66,1.227666667,0,26.8,0.000089333,0.17,0.16,NA,NA
ER2, N,6,2013,8,2,DRY,20,73.66,1.227666667,0,26.55,0.0000885,0.15,0.13,NA,NA
ER2, N,6,2013,8,2,DRY,30,73.66,1.227666667,0,26.8,0.000089333,0.08,0.08,NA,NA
ER2, N,6,2013,8,2,DRY,40,73.66,1.227666667,0,26.8,0.000089333,0.12,0.1,NA,NA
